In_Type,Com_Tr_Num,Date_Com,Date_Com_Re,Date_Complete,Com_Class,In_Status,Disp,B_Com,Div_Com,Un_Com,Detail,WorkSta,ShiftCom,Rule,Par,UnOff_ID,Off_R_Eth,Off_Gen,Off_Age,Off_Year,Com_Gen,Com_Eth,Com_Age
Rank Initiated,2016-0610-R,2016/9/15,2016/9/15,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,4th District,Patrol,Paid Detail,Between 3pm-11pm,RULE 3: PROF CONDUCT,PARAGRAPH 08 - Use of Alchohol/Drugs On Duty,49498,Black,M,44,U,U,U,U
Rank Initiated,2016-0351-R,2015/7/1,2016/5/23,2017/5/4,DI-1,Completed,Other,MSB - Management Service Bureau,Administrative Duties Services,Extended Sick,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,49515,Black,M,44,U,M,B,U
Rank Initiated,2016-0217-R,2016/3/28,2016/3/29,2016/10/17,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,Staff,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49518,Black,M,44,U,M,W,U
Rank Initiated,2016-0174-R,2016/1/13,2016/3/1,2017/2/28,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,49551,Black,M,44,U,U,U,U
Public Initiated,2016-0095-P,2016/2/10,2016/2/11,2018/6/21,DI-1,Completed,Sustained,MSB - Management Services Bureau,Technology Section,Staff,Adminstrative Staff,Off Duty,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 02 -Abuse of Position,49554,White,M,44,U,M,W,U
Rank Initiated,2016-0093-R,2016/2/9,2016/2/10,2017/12/29,DI-1,Completed,Sustained,Office of the Superintendant,Technology Section,Administration,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,49555,White,M,44,U,U,U,U
Public Initiated,2016-0002-P,2016/1/2,2016/1/1,2016/8/3,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49556,Black,M,44,U,F,W,U
Public Initiated,2023-0403-P,2023/5/14,2023/7/21,U,U,Initial,Pending,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,49558,White,M,45,U,U,U,U
Public Initiated,2023-0403-P,2023/5/14,2023/7/21,U,U,Initial,Pending,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,49559,White,M,45,U,U,U,U
Rank Initiated,2023-0347-R,2023/6/17,2023/7/3,U,U,Active,Pending,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,U,U,49560,White,M,45,U,U,U,U
Rank Initiated,2023-0211-R,2023/2/1,2023/4/24,U,DI-1,Initial,Pending,ISB - Investigative Services Bureau,CID,Sex Crimes,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,49565,Black,F,45,U,M,H,U
Public Initiated,2023-0167-P,2023/3/26,2023/3/31,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,SOD,Traffic,Hit and Run,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49568,Black,M,45,U,U,U,U
Public Initiated,2020-0129-P,2020/3/5,2020/3/10,2020/5/18,DI-1,Completed,Unfounded,ISB - Investigative Services Bureau,Crime Lab Division,Crime Lab Section,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49569,Not Specified,U,U,U,M,W,56
Rank Initiated,2023-0113-R,2023/2/24,2023/3/6,U,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Sex Crimes,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49578,Black,F,45,U,U,U,U
Public Initiated,2023-0103-P,2023/2/17,2023/2/28,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,U,U,49579,Black,M,45,U,F,U,U
Public Initiated,2022-0529-P,2022/11/5,2022/12/8,2023/1/26,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49580,White,M,45,U,U,U,U
Public Initiated,2022-0338-P,2022/7/20,2022/8/12,U,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49585,Hispanic,M,45,U,F,B,U
Rank Initiated,2022-0325-R,2022/7/19,2022/7/19,2022/9/7,DI-1,Completed,Negotiated Settlement,FOB - Field Operations Bureau,SOD,Traffic,Motorcycle 1,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49587,Black,M,45,U,U,U,U
Public Initiated,2022-0265-P,2020/10/30,2022/6/17,2022/10/18,DI-1,Completed,Exonerated,ISB - Investigative Services Bureau,CID,Homicide,Squad B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49589,Black,M,45,U,U,U,U
Rank Initiated,2022-0211-R,2022/3/11,2022/5/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49593,White,F,45,U,U,U,U
Rank Initiated,2022-0017-R,2022/1/12,2022/1/13,2023/6/26,DI-1,Completed,Other,FOB - Field Operations Bureau,2nd District,DIU Persons,DIU Persons DIU,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,49596,Black,M,45,U,U,U,U
Rank Initiated,2021-0678-R,2021/11/17,2021/11/30,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Patrol,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49620,Black,M,45,U,U,U,U
Rank Initiated,2021-0611-R,2021/10/26,2021/11/2,2022/6/21,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49624,Black,M,45,U,U,U,U
Rank Initiated,2021-0612-R,2021/11/1,2021/11/12,2022/3/17,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49626,White,F,45,U,U,U,U
Rank Initiated,2021-0368-R,2021/5/13,2021/6/28,2021/11/1,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49634,Black,M,45,U,U,U,U
Rank Initiated,2021-0374-R,2019/12/24,2021/6/29,2021/11/3,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Special Investigations Division,Narcotics Section,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49637,Hispanic,M,45,U,U,U,U
Public Initiated,2021-0280-P,2021/4/20,2021/5/4,2021/6/22,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49645,Black,M,45,U,M,W,U
Public Initiated,2021-0266-P,2021/4/23,2021/4/27,2021/9/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Hit and Run Unit,Unknown Working Status,Unknown Shift Hours,RULE 6: OFFICIAL INFO,PARAGRAPH 02 - FALSE OR INACCURATE REPORTS,49667,White,M,45,U,U,U,U
Public Initiated,2020-0292-P,2021/6/3,2020/6/18,2020/10/22,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Admin Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49680,White,M,45,U,F,W,U
Public Initiated,2020-0291-P,2020/6/3,2020/6/18,2020/10/20,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Admin Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49694,Black,M,45,U,M,W,U
Public Initiated,2020-0290-P,2020/6/3,2020/6/18,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49721,Black,M,45,U,M,W,U
Public Initiated,2020-0288-P,2020/6/3,2020/6/18,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,SOD,Admin,Admin,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49724,Black,M,45,U,F,W,U
Public Initiated,2020-0289-P,2020/6/3,2020/6/18,2020/10/16,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49727,Black,M,45,U,F,W,U
Public Initiated,2020-0287-P,2020/6/6,2020/2/18,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,SOD,Admin,Admin,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49730,Black,M,45,U,U,U,U
Public Initiated,2020-0286-P,2020/6/3,2020/6/18,2020/10/15,NFIM,Completed,Exonerated,FOB - Field Operations Bureau,1st District,Staff,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49740,Black,M,45,U,U,U,U
Public Initiated,2020-0285-P,2020/6/3,2020/6/18,2020/10/16,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49750,Black,M,45,U,M,U,U
Public Initiated,2020-0282-P,2020/6/3,2020/6/18,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,SOD,Admin,Admin,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49751,Black,M,45,U,U,U,U
Public Initiated,2020-0281-P,2020/6/3,2020/6/8,2020/10/15,U,Completed,Exonerated,FOB - Field Operations Bureau,SOD,Admin,Admin,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49753,Black,M,45,U,U,U,U
Rank Initiated,2021-0029-R,2021/1/15,2021/1/19,2021/5/11,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,1st District,Narcotics,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49756,Black,M,45,U,U,U,U
Public Initiated,2020-0637-P,2020/9/16,2020/12/29,2022/12/11,DI-1,Completed,Other,PIB - Public Integrity Bureau,Force Investigation Team,Force Investigation Team,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49759,Black,M,45,U,M,W,U
Rank Initiated,2020-0600-R,2020/9/3,2020/12/2,U,DI-1,Active,Pending,PIB - Public Integrity Bureau,Criminal Investigation Section,Criminal Investigation Section,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49760,Black,M,45,U,U,U,U
Rank Initiated,2020-0590-R,2020/11/29,2020/12/1,U,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,U,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,49794,White,F,45,U,U,U,U
Rank Initiated,2020-0069-R,2020/1/5,2020/2/11,U,DI-2,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49796,White,F,45,U,U,U,U
Public Initiated,2020-0006-P,2019/12/6,2020/1/2,2020/8/31,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,Staff,Squad E,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49799,Hispanic,M,45,U,U,U,U
Rank Initiated,2020-0412-R,2020/6/18,2020/8/17,2020/12/23,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,3rd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,49802,Black,M,45,U,U,U,U
Public Initiated,2020-0330-P,2020/6/3,2020/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,49805,Black,M,45,U,F,U,U
Public Initiated,2020-0260-P,2020/6/3,2020/6/8,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49808,Black,M,45,U,U,U,U
Public Initiated,2020-0283-P,2020/6/3,2020/6/4,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,49809,Black,M,45,U,U,U,U
Public Initiated,2020-0154-P,2020/3/20,2020/4/5,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,2nd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49832,Black,M,45,U,U,U,U
Rank Initiated,2020-0274-R,2020/6/3,2020/6/17,2020/10/15,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,49835,Black,M,45,U,U,U,U
Rank Initiated,2020-0240-R,2020/5/26,2020/6/1,2020/8/10,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,1st District,3rd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49847,Black,M,45,U,U,U,U
Rank Initiated,2020-0256-R,2020/6/5,2020/6/8,U,DI-1,Forwarded,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 2,,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,49849,Not Specified,U,U,U,U,U,U
Rank Initiated,2020-0208-R,2020/5/9,2020/5/13,2020/9/23,DI-1,Completed,Other,FOB - Field Operations Bureau,2nd District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49853,White,M,45,U,U,U,U
Public Initiated,2020-0313-P,2020/6/3,2020/6/26,2020/10/22,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,49867,Black,M,45,U,U,U,U
Rank Initiated,2020-0342-R,2020/7/9,2020/7/28,2020/11/25,DI-1,Completed,Unfounded,ISB - Investigative Services Bureau,Crime Lab Division,Staff,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 04 - DISCRIMINATION,49869,Black,M,45,U,U,U,U
Public Initiated,2020-0001-P,2014/10/19,2020/1/3,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Detailed/Other,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49871,White,M,45,U,M,U,U
Rank Initiated,2019-0649-R,2019/11/4,2019/11/6,U,DI-1,Forwarded,Pending,MSB - Management Service Bureau,Records & Identification / Support Services Divisi,Records & I.D.,Criminal Records,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49874,Black,F,45,U,U,U,U
Public Initiated,2019-0596-P,2019/4/3,2019/10/7,2020/2/13,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,4th District,Task Force,B,,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,49877,Black,M,45,U,U,U,U
Rank Initiated,2019-0528-R,2019/2/3,2019/9/4,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Task Force,B,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49879,Black,M,45,U,U,U,U
Public Initiated,2019-0481-P,2019/8/16,2019/8/19,2019/11/14,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,U,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49882,White,M,45,U,U,U,U
Rank Initiated,2019-0471-R,2019/8/14,2019/8/15,2020/4/17,DI-1,Completed,Other,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,49883,Black,M,45,U,U,U,U
Rank Initiated,2019-0456-R,2019/8/7,2019/8/7,2020/3/18,DI-1,Completed,Other,FOB - Field Operations Bureau,5th District,Investigations,Squad 3,,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 08 - Use of Alchohol/Drugs On Duty,49898,White,M,45,U,U,U,U
Rank Initiated,2019-0291-R,2019/5/9,2019/5/9,2019/9/17,DI-1,Completed,Negotiated Settlement,FOB - Field Operations Bureau,4th District,U,U,Unknown Working Status,Unknown Shift Hours,RULE 7: DEPT PROPERTY,PARAGRAPH 01 - USE OF DEPARTMENT EQUIPMENT,49900,White,M,45,U,U,U,U
Public Initiated,2019-0153-P,2019/3/12,2019/3/13,2019/7/19,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49905,White,M,45,U,U,U,U
Rank Initiated,2019-0121-R,2019/2/28,2019/3/1,2020/8/31,DI-1,Completed,Sustained,FOB - Field Operations Bureau,4th District,Task Force,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49908,Black,M,45,U,U,U,U
Rank Initiated,2019-0108-R,2019/2/19,2019/2/20,2019/3/26,DI-1,Completed,Other,PIB - Public Integrity Bureau,Administrative Investigation Section,Professional Standards Section,Investigations,Paid Detail,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49914,Black,F,45,U,U,U,U
Rank Initiated,2018-0732-R,2018/7/17,2019/1/2,2019/11/6,DI-1,Completed,Other,FOB - Field Operations Bureau,2nd District,D.I.U.,Staff,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,49916,White,F,45,U,U,U,U
Rank Initiated,2018-0240-R,2018/4/2,2018/4/23,2019/9/9,DI-1,Completed,Sustained,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49918,Black,M,45,U,U,U,U
Public Initiated,2018-0072-P,2017/10/3,2018/1/30,2019/8/30,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Patrol,Regular Working,Between 11pm-7am,RULE 6: OFFICIAL INFO,PARAGRAPH 02 - FALSE OR INACCURATE REPORTS,49919,Black,M,45,U,F,U,U
Rank Initiated,2020-0409-R,U,2020/8/17,2021/1/12,DI-1,Completed,Not Sustained,MSB - Management Services Bureau,U,Personnel Division,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 04 - Accepting,49927, Giving Anything of Value,U,U,U,U,U,U
Rank Initiated,2020-0409-R,U,2020/8/17,2021/1/12,DI-1,Completed,Not Sustained,MSB - Management Services Bureau,U,Personnel Division,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 04 - Accepting,49928, Giving Anything of Value,U,U,U,U,U,U
Rank Initiated,2018-0025-R,2017/10/10,2018/1/8,2018/2/28,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49929,White,M,45,U,U,U,U
Rank Initiated,2017-0711-R,2017/11/10,2017/12/19,2018/4/27,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49931,Black,M,45,U,F,B,U
Rank Initiated,2017-0715-R,2017/12/20,2017/12/22,2019/8/29,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,A Platoon,U,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49938,Black,M,45,U,U,U,U
Rank Initiated,2017-0680-R,2017/11/30,2017/11/30,2018/9/26,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,3rd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,49944,White,M,45,U,U,U,U
Public Initiated,2017-0640-P,2017/5/11,2017/11/9,2018/5/11,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,A Platoon,U,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49948,Black,M,45,U,M,U,U
Rank Initiated,2017-0581-P,2017/10/1,2017/10/9,2017/11/10,DI-1,Completed,Other,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 11pm-7am,U,U,49953,Black,M,45,U,U,U,U
Rank Initiated,2017-0542-R,2017/9/29,2017/10/2,2018/3/5,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Night Watch,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49961,Black,F,45,U,U,U,U
Rank Initiated,2017-0476-R,2017/8/22,2017/8/28,2018/10/30,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,49969,Black,M,45,U,U,U,U
Rank Initiated,2017-0131-R,2017/2/24,2017/3/2,2019/3/28,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,Narcotics,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49975,White,F,45,U,M,B,U
Rank Initiated,2017-0201-D,2017/4/4,2017/4/5,2017/4/5,DI-1,Completed,Other,FOB - Field Operations Bureau,2nd District,2nd District,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,49975,White,M,45,U,U,U,U
Rank Initiated,2016-0665-R,2016/9/26,2016/10/17,2018/1/4,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,49977,White,M,45,U,U,U,U
